"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"orphaned?(YES/NO)"
"Local BioBlitz Challenge 2013"	"202af80e-3bd1-4856-9f67-833588872230"	"OCCURRENCE"	"true"	"2011"	"0"	"99672740-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"d2b97690-bfd6-11de-b279-d52977ace833"	"National Biodiversity Data Centre"	"Ireland"	"Ireland"	"2013-11-22"	"DWC_ARCHIVE"	"http://gbif.biodiversityireland.ie/LocalBioBlitz2013.zip"	"2017-05-29"	"ABORT"	"YES"
