"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?(YES/NO)"	"orphaned?(YES/NO)"
"IITA Cameroon Insect"	"a719e79b-d9c6-435b-bade-01b8fff20dc1"	"OCCURRENCE"	"true"	"1229"	"0"	"dcb66639-d9b6-410b-ad16-d4e932cb4ea8"	"IPT_INSTALLATION"	"a4e7734f-58a3-4833-b7bd-20bb470bce0f"	"IRAD Cameroun (Institut de Recherche Agronomique pour le Développement Cameroun)"	"Cameroon"	"Cameroon"	"2011-04-21"	"DWC_ARCHIVE"	"http://lis-02.snv.jussieu.fr/ipt_cameroun/archive.do?r=iita_insect_collection"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
"Espèces vasculaires endémiques et orchidées (CITES)"	"912de54b-1fbe-4ef1-a283-9f7329238022"	"OCCURRENCE"	"true"	"3280"	"0"	"dcb66639-d9b6-410b-ad16-d4e932cb4ea8"	"IPT_INSTALLATION"	"24266ce0-38be-11d9-8439-b8a03c50a862"	"Cameroon National Herbarium"	"Cameroon"	"Cameroon"	"2011-04-13"	"DWC_ARCHIVE"	"http://lis-02.snv.jussieu.fr/ipt_cameroun/archive.do?r=ya_endemics_cites"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
