"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"orphaned?(YES/NO)"
"Coimbra Collection of Algae"	"7b117ea6-29b0-4575-8cff-c7af7283340f"	"OCCURRENCE"	"true"	"3362"	"0"	"5ff54d98-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"e92e0710-24c4-11dc-a625-b8a03c50a862"	"ACOI - Coimbra Collection of Algae - University of Coimbra"	"Portugal"	"Portugal"	"2012-10-24"	"DIGIR"	"http://acoi.ci.uc.pt/digir/www/DiGIR.php"	"2017-05-29"	"ABORT"	"YES"
"Micoteca da Universidade do Minho"	"895b58b2-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"251"	"0"	"602658ac-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"30b6eaa0-21c9-11dd-9858-b8a03c50a862"	"Micoteca da Universidade do Minho"	"Portugal"	"Portugal"	"2008-05-22"	"DIGIR"	"http://www.micoteca.deb.uminho.pt/digir/DiGIR.php"	"2017-05-30"	"ABORT"	"YES"
"Bryophyte collection"	"85bb8376-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"21380"	"0"	"5ff9d0ca-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"315127e0-d7bb-11db-9885-b8a03c50a862"	"National Museum of Natural History and Science, University of Lisbon"	"Portugal"	"Portugal"	"2007-04-27"	"DIGIR"	"http://brotero.politecnica.ul.pt:8080/digir/DiGIR.php"	"2017-05-30"	"ABORT"	"YES"
"Lichen collection"	"85bcaab2-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"1997"	"0"	"5ff9d0ca-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"315127e0-d7bb-11db-9885-b8a03c50a862"	"National Museum of Natural History and Science, University of Lisbon"	"Portugal"	"Portugal"	"2007-04-27"	"DIGIR"	"http://brotero.politecnica.ul.pt:8080/digir/DiGIR.php"	"2017-05-30"	"ABORT"	"YES"
