"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?(YES/NO)"	"orphaned?(YES/NO)"
"Colección Ornitologica Museo de Ciencias Mar del Plata"	"ca540f82-db31-4969-988b-df6f7dc6594a"	"METADATA"	"true"	"0"	"0"	"4fd221cd-129c-404f-ab62-fdd2377d12ac"	"IPT_INSTALLATION"	"497c081b-8157-4287-bb5c-291a4c71439c"	"Ministerio de Ciencia, Tecnología e Innovación Productiva"	"Argentina"	"Argentina"	"2016-11-29"					"FALSE"	"YES"
"INTA - Herbario BAB"	"daeb2799-714e-49f8-8245-b4a87596faf4"	"METADATA"	"true"	"0"	"0"	"b07ec876-2e39-4731-ade2-a37106a7771a"	"IPT_INSTALLATION"	"4c43ef1b-b005-4ed5-840b-7886d53fb069"	"Instituto Nacional de Tecnologia Agropecuaria - Instituto de Recursos Biológicos"	"Argentina"	"Argentina"	"2016-04-18"					"FALSE"	"YES"
"Free-living marine Nematodes from San Antonio and Cormoranes sandy beaches (Rio Negro, Argentina), 2006."	"f750f213-77c6-467e-9434-35e167d4845c"	"OCCURRENCE"	"true"	"4837"	"0"	"30cdb869-126c-44df-b1f2-6e06ea98e889"	"IPT_INSTALLATION"	"b62390e0-0e35-11d9-8431-b8a03c50a862"	"CCT CONICET-CENPAT Centro Científico Tecnológico"	"Argentina"	"Argentina"	"2014-10-01"	"DWC_ARCHIVE"	"http://www.cenpat-conicet.gob.ar:8081/ipt/archive.do?r=saconem"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
"Colección  de moldes endocraneanos del CENPAT"	"b78dc638-1dde-43b4-a4cb-1e7e8ba2f185"	"OCCURRENCE"	"true"	"146"	"0"	"30cdb869-126c-44df-b1f2-6e06ea98e889"	"IPT_INSTALLATION"	"b62390e0-0e35-11d9-8431-b8a03c50a862"	"CCT CONICET-CENPAT Centro Científico Tecnológico"	"Argentina"	"Argentina"	"2014-09-30"	"DWC_ARCHIVE"	"http://www.cenpat-conicet.gob.ar:8081/ipt/archive.do?r=cnpme"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
"Colección de Mamíferos Marinos del Centro Nacional Patagónico"	"945b5e0e-b0a0-4d9c-9d41-9c4e3d8f5532"	"OCCURRENCE"	"true"	"785"	"0"	"30cdb869-126c-44df-b1f2-6e06ea98e889"	"IPT_INSTALLATION"	"b62390e0-0e35-11d9-8431-b8a03c50a862"	"CCT CONICET-CENPAT Centro Científico Tecnológico"	"Argentina"	"Argentina"	"2014-09-30"	"DWC_ARCHIVE"	"http://www.cenpat-conicet.gob.ar:8081/ipt/archive.do?r=mamcenpat"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
"Colección de Mamíferos del Centro Nacional Patagónico"	"24922c42-cd81-4ceb-b348-b9973bdedeaa"	"OCCURRENCE"	"true"	"4501"	"0"	"30cdb869-126c-44df-b1f2-6e06ea98e889"	"IPT_INSTALLATION"	"b62390e0-0e35-11d9-8431-b8a03c50a862"	"CCT CONICET-CENPAT Centro Científico Tecnológico"	"Argentina"	"Argentina"	"2014-09-30"	"DWC_ARCHIVE"	"http://www.cenpat-conicet.gob.ar:8081/ipt/archive.do?r=cnp_mam_terre"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
"Free-living Nematodes from Patagonia coastal lagoons (Chubut, Santa Cruz, Argentina)."	"054ededa-61a6-4f83-85de-553d85a79ae1"	"OCCURRENCE"	"true"	"6060"	"0"	"30cdb869-126c-44df-b1f2-6e06ea98e889"	"IPT_INSTALLATION"	"b62390e0-0e35-11d9-8431-b8a03c50a862"	"CCT CONICET-CENPAT Centro Científico Tecnológico"	"Argentina"	"Argentina"	"2014-09-30"	"DWC_ARCHIVE"	"http://www.cenpat-conicet.gob.ar:8081/ipt/archive.do?r=lagoonem"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
"Colección Parasitológica del Centro Nacional Patagónico (CNP-PAR)"	"197fd192-af5d-459f-8e15-e40f8f9267a7"	"OCCURRENCE"	"true"	"22"	"0"	"30cdb869-126c-44df-b1f2-6e06ea98e889"	"IPT_INSTALLATION"	"b62390e0-0e35-11d9-8431-b8a03c50a862"	"CCT CONICET-CENPAT Centro Científico Tecnológico"	"Argentina"	"Argentina"	"2014-09-30"	"DWC_ARCHIVE"	"http://www.cenpat-conicet.gov.ar:8080/ipt-2.0.3/archive.do?r=cnp_par"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
"Free-living marine Nematodes from San Antonio bay (Río Negro, Argentine) 2009."	"d592283b-b00e-4a39-9499-289842ccddf1"	"OCCURRENCE"	"true"	"7443"	"0"	"30cdb869-126c-44df-b1f2-6e06ea98e889"	"IPT_INSTALLATION"	"b62390e0-0e35-11d9-8431-b8a03c50a862"	"CCT CONICET-CENPAT Centro Científico Tecnológico"	"Argentina"	"Argentina"	"2014-08-27"	"DWC_ARCHIVE"	"http://www.cenpat-conicet.gob.ar:8081/ipt/archive.do?r=sao2009"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
"Free-living marine Nematodes from Ali, Rada Tilly and El Limite  sandy  beaches (Chubut, Argentina) 2006."	"59392e0a-e20b-43b5-a9b4-dc81c393ff68"	"OCCURRENCE"	"true"	"4268"	"0"	"30cdb869-126c-44df-b1f2-6e06ea98e889"	"IPT_INSTALLATION"	"b62390e0-0e35-11d9-8431-b8a03c50a862"	"CCT CONICET-CENPAT Centro Científico Tecnológico"	"Argentina"	"Argentina"	"2014-08-27"	"DWC_ARCHIVE"	"http://www.cenpat-conicet.gob.ar:8081/ipt/archive.do?r=inv_nem_sacsb"	"2017-06-08"	"ABORT"	"FALSE"	"YES"
