"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?(YES/NO)"	"orphaned?(YES/NO)"
"The University of Hong Kong Herbarium"	"84dce260-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"1901"	"0"	"60239036-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"988a0d00-34b5-11da-9a7b-b8a03c50a862"	"The Hong Kong University Herbarium"	"BioNet-EASIANET"	"unknown or invalid"	"2007-04-03"	"DIGIR"	"http://www.fungaldiversity.org:8080/digir/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
