"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?(YES/NO)"	"orphaned?(YES/NO)"
"CABI Bioscience Genetic Resource Collection"	"832282e0-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"24958"	"0"	"5ffa2bf6-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"29817330-5d61-11d8-b9b2-b8a03c50a862"	"CABIDiGIR Provider"	"CABI Bioscience"	"United Kingdom"	"2007-04-03"	"DIGIR"	"http://cabidigir.cabi.org/digir/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"CABI Bioscience Fungus Collection"	"8323a4b8-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"205599"	"0"	"5ffa2bf6-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"29817330-5d61-11d8-b9b2-b8a03c50a862"	"CABIDiGIR Provider"	"CABI Bioscience"	"United Kingdom"	"2007-04-03"	"DIGIR"	"http://cabidigir.cabi.org/digir/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"CABI Bioscience Nematode Collection"	"8324c0dc-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"819"	"0"	"5ffa2bf6-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"29817330-5d61-11d8-b9b2-b8a03c50a862"	"CABIDiGIR Provider"	"CABI Bioscience"	"United Kingdom"	"2007-04-03"	"DIGIR"	"http://cabidigir.cabi.org/digir/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
