"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"orphaned?(YES/NO)"
"Insecta of Costa Rica (INBio)"	"3e9817c1-8302-4955-87e3-a408db0ea379"	"OCCURRENCE"	"true"	"3276500"	"0"	"f7704415-d8dc-4fa3-b755-d74b44639a00"	"IPT_INSTALLATION"	"5c7a5c20-1bd0-11d8-a2da-b8a03c50a862"	"Instituto Nacional de Biodiversidad (INBio), Costa Rica"	"Costa Rica"	"Costa Rica"	"2016-03-14"	"DWC_ARCHIVE"	"http://lucina.inbio.ac.cr/ipt-inbio/archive.do?r=insecta-inbio"	"2017-05-29"	"ABORT"	"YES"
"Onychophora of Costa Rica (INBio)"	"5b60a2c5-5a31-4236-bbaa-3939a4ee4785"	"OCCURRENCE"	"true"	"56"	"0"	"f7704415-d8dc-4fa3-b755-d74b44639a00"	"IPT_INSTALLATION"	"5c7a5c20-1bd0-11d8-a2da-b8a03c50a862"	"Instituto Nacional de Biodiversidad (INBio), Costa Rica"	"Costa Rica"	"Costa Rica"	"2016-03-14"	"DWC_ARCHIVE"	"http://lucina.inbio.ac.cr/ipt-inbio/archive.do?r=onychophora-inbio"	"2017-05-29"	"ABORT"	"YES"
"Myriapoda of Costa Rica (INBio)"	"42c68f60-e30f-4ab7-8dd9-8f166fabcdb1"	"OCCURRENCE"	"true"	"281"	"0"	"f7704415-d8dc-4fa3-b755-d74b44639a00"	"IPT_INSTALLATION"	"5c7a5c20-1bd0-11d8-a2da-b8a03c50a862"	"Instituto Nacional de Biodiversidad (INBio), Costa Rica"	"Costa Rica"	"Costa Rica"	"2016-03-14"	"DWC_ARCHIVE"	"http://lucina.inbio.ac.cr/ipt-inbio/archive.do?r=myriapoda-inbio"	"2017-05-29"	"ABORT"	"YES"
"Arachnida of Costa Rica (INBio)"	"d2123780-15e2-4723-b63c-9f9a53643837"	"OCCURRENCE"	"true"	"1764"	"0"	"f7704415-d8dc-4fa3-b755-d74b44639a00"	"IPT_INSTALLATION"	"5c7a5c20-1bd0-11d8-a2da-b8a03c50a862"	"Instituto Nacional de Biodiversidad (INBio), Costa Rica"	"Costa Rica"	"Costa Rica"	"2016-03-14"	"DWC_ARCHIVE"	"http://lucina.inbio.ac.cr/ipt-inbio/archive.do?r=arachnida-inbio"	"2017-05-29"	"ABORT"	"YES"
"Fungi of Costa Rica (INBio)"	"ea142d74-1e42-4d7e-a2f0-58b1fae442b5"	"OCCURRENCE"	"true"	"50095"	"0"	"f7704415-d8dc-4fa3-b755-d74b44639a00"	"IPT_INSTALLATION"	"5c7a5c20-1bd0-11d8-a2da-b8a03c50a862"	"Instituto Nacional de Biodiversidad (INBio), Costa Rica"	"Costa Rica"	"Costa Rica"	"2016-03-14"	"DWC_ARCHIVE"	"http://lucina.inbio.ac.cr/ipt-inbio/archive.do?r=fungi-inbio"	"2017-05-29"	"ABORT"	"YES"
"Plantae of Costa Rica (INBio)"	"3717f916-d983-4a81-bb13-5f91200871a6"	"OCCURRENCE"	"true"	"352692"	"0"	"f7704415-d8dc-4fa3-b755-d74b44639a00"	"IPT_INSTALLATION"	"5c7a5c20-1bd0-11d8-a2da-b8a03c50a862"	"Instituto Nacional de Biodiversidad (INBio), Costa Rica"	"Costa Rica"	"Costa Rica"	"2016-03-14"	"DWC_ARCHIVE"	"http://lucina.inbio.ac.cr/ipt-inbio/archive.do?r=plantae-inbio"	"2017-05-29"	"ABORT"	"YES"
"Mollusca of Costa Rica (INBio)"	"01e71491-0712-47f5-95a0-55a43f44fddc"	"OCCURRENCE"	"true"	"31917"	"0"	"f7704415-d8dc-4fa3-b755-d74b44639a00"	"IPT_INSTALLATION"	"5c7a5c20-1bd0-11d8-a2da-b8a03c50a862"	"Instituto Nacional de Biodiversidad (INBio), Costa Rica"	"Costa Rica"	"Costa Rica"	"2016-03-14"	"DWC_ARCHIVE"	"http://lucina.inbio.ac.cr/ipt-inbio/archive.do?r=mollusca-inbio"	"2017-05-29"	"ABORT"	"YES"
"Nematoda of Costa Rica (INBio)"	"0dea45e0-6534-4b17-b88a-44a02c5cccaa"	"OCCURRENCE"	"true"	"10075"	"0"	"f7704415-d8dc-4fa3-b755-d74b44639a00"	"IPT_INSTALLATION"	"5c7a5c20-1bd0-11d8-a2da-b8a03c50a862"	"Instituto Nacional de Biodiversidad (INBio), Costa Rica"	"Costa Rica"	"Costa Rica"	"2016-03-14"	"DWC_ARCHIVE"	"http://lucina.inbio.ac.cr/ipt-inbio/archive.do?r=nematoda-inbio"	"2017-05-29"	"ABORT"	"YES"
"Bird Monitoring Data"	"43f37d70-f50e-4021-95ae-5b9526df2388"	"OCCURRENCE"	"true"	"27290"	"0"	"19130c34-d0ca-4570-bdd2-1d3d30b4a118"	"IPT_INSTALLATION"	"6ae2738e-361d-4cb1-9a57-b6a63defe060"	"Costa Rica Bird Observatories"	"Costa Rica"	"Costa Rica"	"2014-03-28"	"DWC_ARCHIVE"	"http://www.crbio.cr/ipt/archive.do?r=costaricabird"	"2017-05-29"	"ABORT"	"YES"
"Colección de peces dulceacuícolas de Costa Rica"	"0d8f0f47-5df4-49a8-ae94-03ae253659bf"	"OCCURRENCE"	"true"	"2494"	"0"	"19130c34-d0ca-4570-bdd2-1d3d30b4a118"	"IPT_INSTALLATION"	"7aabc1d3-a2c5-4e57-9082-8a5d5f35e7d2"	"Laboratorio de Recursos Naturales y Vida Silvestre (LARNAVISI). Universidad Nacional de Costa Rica (UNA)"	"Costa Rica"	"Costa Rica"	"2014-03-28"	"DWC_ARCHIVE"	"http://www.crbio.cr/ipt/archive.do?r=larnavisi-ecb-una"	"2017-05-29"	"ABORT"	"YES"
"Colección nacional de zoología"	"e0685eeb-5929-4d41-a2da-20712ee7a82c"	"OCCURRENCE"	"true"	"58031"	"0"	"254b8c8b-d0d3-4e6c-806c-a2f6d3a614ce"	"IPT_INSTALLATION"	"036cdc50-e7f5-11d9-9a0e-b8a03c50a862"	"Museo Nacional de Costa Rica"	"Costa Rica"	"Costa Rica"	"2011-08-09"	"DWC_ARCHIVE"	"http://lucina.inbio.ac.cr/IPT-SSTN/archive.do?r=p11r41"	"2017-05-29"	"ABORT"	"YES"
"Flora Costa Rica"	"963ca194-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"0"	"0"	"5fea1ba8-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"036cdc50-e7f5-11d9-9a0e-b8a03c50a862"	"Museo Nacional de Costa Rica"	"Costa Rica"	"Costa Rica"	"2009-03-09"	"DIGIR"	"http://200.91.68.244:8080/digir/DiGIR.php"	"2017-05-30"	"ABORT"	"YES"
"herbario"	"848182d0-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"191859"	"0"	"5fea1ba8-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"036cdc50-e7f5-11d9-9a0e-b8a03c50a862"	"Museo Nacional de Costa Rica"	"Costa Rica"	"Costa Rica"	"2007-04-03"	"DIGIR"	"http://200.91.68.244:8080/digir/DiGIR.php"	"2017-05-31"	"ABORT"	"YES"
