"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"orphaned?(YES/NO)"
"Colección Herpetológica del Museo Nacional de Historia Natural de Chile"	"22ff7ed6-d446-4566-9d21-587d3cae360e"	"OCCURRENCE"	"true"	"4490"	"0"	"70d271a4-b6af-456e-8fc3-3ca479f6641f"	"IPT_INSTALLATION"	"bf0d80b3-46da-4e60-b1cf-39f2320acb43"	"Ministerio del Medio Ambiente de Chile"	"Chile"	"Chile"	"2014-05-20"	"DWC_ARCHIVE"	"http://gbif-chile.mma.gob.cl/ipt/archive.do?r=mnhn-cl4"	"2017-05-29"	"ABORT"	"YES"
"Colección de Platyhelminthes del Museo Nacional de Historia Natural de Chile"	"4df78074-af75-4604-a24a-303c00fdccc0"	"OCCURRENCE"	"true"	"55"	"0"	"70d271a4-b6af-456e-8fc3-3ca479f6641f"	"IPT_INSTALLATION"	"bf0d80b3-46da-4e60-b1cf-39f2320acb43"	"Ministerio del Medio Ambiente de Chile"	"Chile"	"Chile"	"2014-05-20"	"DWC_ARCHIVE"	"http://gbif-chile.mma.gob.cl/ipt/archive.do?r=mnhn-cl3"	"2017-05-29"	"ABORT"	"YES"
"Colección de Crustacea del Museo Nacional de Historia Natural de Chile"	"1897e78a-b927-42fa-ad76-4c7686d62b45"	"OCCURRENCE"	"true"	"1866"	"0"	"70d271a4-b6af-456e-8fc3-3ca479f6641f"	"IPT_INSTALLATION"	"bf0d80b3-46da-4e60-b1cf-39f2320acb43"	"Ministerio del Medio Ambiente de Chile"	"Chile"	"Chile"	"2014-05-20"	"DWC_ARCHIVE"	"http://gbif-chile.mma.gob.cl/ipt/archive.do?r=mnhn-cl2"	"2017-05-29"	"ABORT"	"YES"
"Colección de Algas del Herbario Nacional, Museo Nacional de Historia Natural de Chile"	"398d8e6d-e7cf-4582-a18a-d34aa4ddd7c0"	"OCCURRENCE"	"true"	"2444"	"0"	"70d271a4-b6af-456e-8fc3-3ca479f6641f"	"IPT_INSTALLATION"	"bf0d80b3-46da-4e60-b1cf-39f2320acb43"	"Ministerio del Medio Ambiente de Chile"	"Chile"	"Chile"	"2014-05-20"	"DWC_ARCHIVE"	"http://gbif-chile.mma.gob.cl/ipt/archive.do?r=mnhncl"	"2017-05-29"	"ABORT"	"YES"
"Observaciones de Especies Silvestres (by Charif Tala)"	"d40e93a3-63fe-4c2f-be30-af21d4b66a95"	"OCCURRENCE"	"true"	"6686"	"0"	"70d271a4-b6af-456e-8fc3-3ca479f6641f"	"IPT_INSTALLATION"	"bf0d80b3-46da-4e60-b1cf-39f2320acb43"	"Ministerio del Medio Ambiente de Chile"	"Chile"	"Chile"	"2014-05-20"	"DWC_ARCHIVE"	"http://gbif-chile.mma.gob.cl/ipt/archive.do?r=ctala"	"2017-05-29"	"ABORT"	"YES"
"Base de datos de colectas Región de Atacama en Herbario de la Universidad de La Serena"	"42aceab6-e193-4df1-87a1-81eeca0871af"	"OCCURRENCE"	"true"	"0"	"0"	"70d271a4-b6af-456e-8fc3-3ca479f6641f"	"IPT_INSTALLATION"	"bf0d80b3-46da-4e60-b1cf-39f2320acb43"	"Ministerio del Medio Ambiente de Chile"	"Chile"	"Chile"	"2014-05-20"	"DWC_ARCHIVE"	"http://gbif-chile.mma.gob.cl/ipt/archive.do?r=userena"	"2017-05-29"	"ABORT"	"YES"
