"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?"	"orphaned?"	"numImages"	"online?"
"FloVegSI - Floristical and fitocenological database of ZRC SAZU"	"89579e3e-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"89918"	"0"	"5ff785c2-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"a5586d20-0f7c-11dd-9d45-b8a03c50a862"	"Scientific Research Centre of the Slovenian Academy of Sciences and Arts, Institute of Biology"	"Slovenia"	"Slovenia"	"2008-04-28"	"DIGIR"	"http://bijh.zrc-sazu.si/DIGIR/digir.php"	"2017-11-02"	"ABORT"	"FALSE"	"YES"	"0"	"FALSE"
"FloVegSI-FAV - Faunistical database of ZRC SAZU"	"8958b49a-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"5783"	"0"	"5ff785c2-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"a5586d20-0f7c-11dd-9d45-b8a03c50a862"	"Scientific Research Centre of the Slovenian Academy of Sciences and Arts, Institute of Biology"	"Slovenia"	"Slovenia"	"2008-04-28"	"DIGIR"	"http://bijh.zrc-sazu.si/DIGIR/digir.php"	"2017-11-02"	"ABORT"	"FALSE"	"YES"	"0"	"FALSE"
