"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?"	"orphaned?"	"numImages"	"online?"
"Occurrences in SinBIOTA"	"e5080aa7-f479-41f0-bb89-278feafd3cda"	"OCCURRENCE"	"true"	"120422"	"0"	"41af1a06-4411-437c-b83a-e5f326755d5a"	"IPT_INSTALLATION"	"b035747d-16a4-46e1-b599-599d43e1acc9"	"Programa BIOTA/FAPESP - The Virtual Institute of Biodiversity"	"Brazil"	"Brazil"	"2015-10-02"	"DWC_ARCHIVE"	"http://ipt.biota.org.br/ipt/archive.do?r=biotafapesp_occurences"	"2022-03-11"	"ABORT"	"FALSE"	"YES"	"0"	"FALSE"
"Coleção Entomológica Moure e Costa"	"86afafd2-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"18656"	"0"	"601b6762-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"8595cd50-87c0-11dc-bb35-b8a03c50a862"	"Centro de Referência em Informação Ambiental"	"Brazil"	"Brazil"	"2007-12-04"	"DIGIR"	"http://srpollinator.cria.org.br:80/provider/DiGIR.php"	"2022-03-17"	"ABORT"	"FALSE"	"YES"	"0"	"FALSE"
"Laboratório de Ecologia e Biogeografia de Insetos da Caatinga"	"86b262c2-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"3824"	"0"	"601b6762-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"8595cd50-87c0-11dc-bb35-b8a03c50a862"	"Centro de Referência em Informação Ambiental"	"Brazil"	"Brazil"	"2007-12-04"	"DIGIR"	"http://srpollinator.cria.org.br:80/provider/DiGIR.php"	"2022-03-17"	"ABORT"	"FALSE"	"YES"	"0"	"FALSE"
