"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?"	"orphaned?"	"numImages"	"online?"
"Amphibia collection of the Museu Nacional de História Natural e da Ciência, Universidade de Lisboa, Portugal"	"bc3c6698-36c5-48e6-9ea9-e0830b6ee79e"	"OCCURRENCE"	"true"	"993"	"0"	"6284003b-7e28-44e3-89e0-9093b733b0eb"	"IPT_INSTALLATION"	"315127e0-d7bb-11db-9885-b8a03c50a862"	"Museu Nacional de História Natural e da Ciência"	"Portugal"	"Portugal"	"2016-04-01"	"DWC_ARCHIVE"	"http://gbifipt.museus.ul.pt/archive.do?r=muhnac-amphibiansportugal"	"2022-03-10"	"ABORT"	"FALSE"	"YES"	"0"	"FALSE"
"Checklist of Bryophytes of Portugal"	"c91efd92-49fc-49fa-83c9-da0611f73022"	"CHECKLIST"	"true"	"0"	"1055"	"6284003b-7e28-44e3-89e0-9093b733b0eb"	"IPT_INSTALLATION"	"315127e0-d7bb-11db-9885-b8a03c50a862"	"Museu Nacional de História Natural e da Ciência"	"Portugal"	"Portugal"	"2014-11-17"	"DWC_ARCHIVE"	"http://gbifipt.museus.ul.pt/archive.do?r=checklistbryo"	"2022-03-11"	"ABORT"	"FALSE"	"YES"	"0"	"FALSE"
"Portuguese Seaweeds"	"12475130-8b28-11de-b647-b8a03c50a862"	"OCCURRENCE"	"true"	"4564"	"0"	"605e0838-f762-11e1-a439-00145eb45e9a"	"TAPIR_INSTALLATION"	"03e90890-8b28-11de-b647-b8a03c50a862"	"MACOI - Portuguese Seaweeds"	"Portugal"	"Portugal"	"2010-05-04"	"TAPIR"	"http://macoi.ci.uc.pt/tapir/www/tapir.php/macoi"	"2022-03-12"	"ABORT"	"FALSE"	"YES"	"0"	"FALSE"
