"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?"	"orphaned?"	"numImages"	"online?"
"Atlas Flora Danica"	"8df9af24-1fbd-4699-a545-9a2867ff25fe"	"OCCURRENCE"	"true"	"933208"	"0"	"6aca019f-ee9d-4088-859b-5a601d4b093f"	"IPT_INSTALLATION"	"98255206-f0fe-4183-9845-77143274938c"	"Botanical Society of Denmark"	"Denmark"	"Denmark"	"2016-11-22"	"DWC_ARCHIVE"	"https://danbif.au.dk/ipt/archive.do?r=atlas_flora_danica"	"2022-03-15"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"FALSE"
