"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?"	"orphaned?"	"numImages"	"online?"
"New and little-known ant species (Hymenoptera, Formicidae) from Bulgaria"	"cc6bca37-228e-482b-8777-68cbd978ca1e"	"OCCURRENCE"	"true"	"0"	"0"	"d371dfc3-ef14-48b5-97f8-1de9d3f9f874"	"IPT_INSTALLATION"	"750a8724-fa66-4c27-b645-bd58ac5ee010"	"Biodiversity Data Journal"		"unknown or invalid"	"2022-03-11"	"DWC_ARCHIVE"	"https://ipt.pensoft.net/archive.do?r=new_records_ants_bulgaria_2022"	"2022-03-11"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"Spatial and temporal distribution dataset of benthic macroalgae during 2015-2016 tropical monsoonal cycle in Malaysia"	"cf09ed2b-57c9-4129-a398-ac20101c8724"	"OCCURRENCE"	"true"	"0"	"0"	"f66ca88d-1f6a-49dc-b33b-32960faee57e"	"IPT_INSTALLATION"	"28f2ef51-e552-4e2f-926a-dafc17bff6c1"	"National University of Malaysia"		"unknown or invalid"	"2022-03-11"	"DWC_ARCHIVE"	"https://cloud.gbif.org/asia/archive.do?r=dataset_macroalgae_johor"	"2022-03-11"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"gazetteerofnechina-2017"	"e4570053-8347-4d73-bfca-caab5e50300b"	"OCCURRENCE"	"true"	"0"	"0"	"08eefeeb-e20f-4482-8e0f-f218547e2f50"	"IPT_INSTALLATION"	"bc8c4295-74ef-4a09-8f6f-e99ee8540772"	"Northeast Forestry University"	"Chinese Academy of Sciences"	"China"	"2022-01-22"	"DWC_ARCHIVE"	"https://ipt.taibif.tw/archive.do?r=gazetteerofnechina-2017"	"2022-03-10"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"Natural History Collections of the Faculty of Biology AMU"	"84b18cce-083a-4464-bee8-25b2083a17cd"	"OCCURRENCE"	"true"	"2221117"	"0"	"0bb4587a-d1fe-44ef-9acb-89aa4c8a6094"	"BIOCASE_INSTALLATION"	"5480dea7-2a71-409b-a832-cbc5f1b5a2e6"	"Adam Mickiewicz University in Poznań"	"Poland"	"Poland"	"2022-01-20"	"BIOCASE"	"https://rhus-76.man.poznan.pl/biocase/pywrapper.cgi?dsa=amunatcoll"	"2022-03-16"	"NORMAL"	"FALSE"	"YES"	"0"	"TRUE"
"Österreichische Mykologische Gesellschaft - Austrian Mycological Society"	"55b9ac33-0532-46d3-9796-c4c157f2b097"	"OCCURRENCE"	"true"	"441939"	"0"	"602e4260-f762-11e1-a439-00145eb45e9a"	"BIOCASE_INSTALLATION"	"839f8ed0-bafb-11d9-8e53-b8a03c50a862"	"Österreichische Mykologische Gesellschaft"	"Austria"	"Austria"	"2022-01-06"	"BIOCASE_XML_ARCHIVE"	"http://131.130.131.9/biocase/downloads/gbif_oemyc_obs/Osterreichische%20Mykologische%20Gesellschaft%20-%20Austrian%20Mycological%20Society.ABCD_2.06.zip"	"2022-03-11"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"Roadkill"	"d0d5ef85-71b2-4da6-b6f6-c1c3d60987d3"	"OCCURRENCE"	"true"	"8347"	"0"	"603419f6-f762-11e1-a439-00145eb45e9a"	"BIOCASE_INSTALLATION"	"cec55b6c-5728-473a-b1b5-f045b3f494f6"	"University of Natural Resources and Life Sciences, Vienna"		"unknown or invalid"	"2021-12-16"	"BIOCASE"	"https://www.zobodat.at/biocase/pywrapper.cgi?dsa=roadkill"	"2022-03-14"	"NORMAL"	"FALSE"	"YES"	"5957"	"TRUE"
"Plantas propuestas para el enriquecimiento de la colección viva del Jardín Botánico de Bogotá (2018)"	"b2ef6e0b-99fc-4286-a579-86516a34b010"	"CHECKLIST"	"true"	"0"	"0"	"68845aab-a453-4816-b36d-a3ec8455deb0"	"IPT_INSTALLATION"	"eace4687-50e8-4f9a-829b-29ff8ff1fa8b"	"Jardín Botánico de Bogotá "José Celestino Mutis""	"Colombia"	"Colombia"	"2021-11-09"	"DWC_ARCHIVE"	"https://ipt.biodiversidad.co/sib/archive.do?r=001_bio-le_sc_2018030"	"2022-03-11"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"Wikiplantbase #Emilia-Romagna"	"b999cd04-2167-4f58-b013-d1923f9863f7"	"OCCURRENCE"	"true"	"30497"	"0"	"f90451b7-1ce7-4105-96f3-29c0ae779a23"	"BIOCASE_INSTALLATION"	"c1b1455b-18ec-4637-9e0f-18cb0524b7ed"	"Dipartimento di Biologia, Università di Pisa"	"Consortium of European Taxonomic Facilities"	"Germany"	"2021-08-04"	"BIOCASE_XML_ARCHIVE"	"http://bot.biologia.unipi.it/biocase/downloads/wikiplantbase/Wikiplantbase%20Emilia-Romagna.ABCD_2.06.zip"	"2022-03-11"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"Wikiplantbase Sicilia"	"188fcdd5-c16d-4f09-9f76-fed7193ce3ab"	"OCCURRENCE"	"true"	"25691"	"0"	"f90451b7-1ce7-4105-96f3-29c0ae779a23"	"BIOCASE_INSTALLATION"	"c1b1455b-18ec-4637-9e0f-18cb0524b7ed"	"Dipartimento di Biologia, Università di Pisa"	"Consortium of European Taxonomic Facilities"	"Germany"	"2021-08-04"	"BIOCASE_XML_ARCHIVE"	"http://bot.biologia.unipi.it/biocase/downloads/wikiplantbase/Wikiplantbase%20Sicilia.2.ABCD_2.06.zip"	"2022-03-11"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"procambarus_mex"	"0f197c32-e7fc-4ee5-b3ae-5b825e2a1434"	"OCCURRENCE"	"true"	"0"	"0"	"d371dfc3-ef14-48b5-97f8-1de9d3f9f874"	"IPT_INSTALLATION"	"bb922300-7ddb-11de-a300-90ac77aa923f"	"ZooKeys"		"unknown or invalid"	"2021-07-06"	"DWC_ARCHIVE"	"http://ipt.pensoft.net/archive.do?r=procambarus_mex"	"2022-03-10"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"Genebank collection"	"d170e622-d64d-4828-ad75-efea76dc1a71"	"OCCURRENCE"	"true"	"3001"	"0"	"8bdd5b07-4964-4416-bcb9-3acc2471c20b"	"BIOCASE_INSTALLATION"	"78b6f54b-0971-4169-babf-1de74709031a"	"Estonian Crop Research Institute"	"Estonia"	"Estonia"	"2021-06-14"	"BIOCASE_XML_ARCHIVE"	"https://www.nordgen.org/biocase/downloads/genbisEST019/Genebank%20collection.ABCD_2.06.zip"	"2022-03-11"	"NOT_MODIFIED"	"FALSE"	"YES"	"1"	"TRUE"
"Polychaeta - NHCY"	"bf010c68-0a73-4a59-a32c-c8fa597eaa5c"	"OCCURRENCE"	"true"	"2"	"0"	"60383ab8-f762-11e1-a439-00145eb45e9a"	"BIOCASE_INSTALLATION"	"c76cf030-2a95-11da-9cc1-b8a03c50a862"	"Senckenberg"	"Germany"	"Germany"	"2021-06-01"	"BIOCASE"	"http://biocase.senckenberg.de/pywrapper.cgi?dsa=SGN"	"2022-03-14"	"NORMAL"	"FALSE"	"YES"	"0"	"TRUE"
"Insecta - kleine Ordnungen - SMF"	"afee6fd5-08fb-45d3-92e3-7b35f0e1b746"	"OCCURRENCE"	"true"	"1"	"0"	"60383ab8-f762-11e1-a439-00145eb45e9a"	"BIOCASE_INSTALLATION"	"c76cf030-2a95-11da-9cc1-b8a03c50a862"	"Senckenberg"	"Germany"	"Germany"	"2021-06-01"	"BIOCASE"	"http://biocase.senckenberg.de/pywrapper.cgi?dsa=SGN"	"2022-03-14"	"NORMAL"	"FALSE"	"YES"	"0"	"TRUE"
"Vascular plants: Online Atlas of Vascular Plants 2012 Onwards"	"a8e94b3a-e647-4ba4-85c9-597c948b3a15"	"OCCURRENCE"	"true"	"0"	"0"	"99672740-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"d2b97690-bfd6-11de-b279-d52977ace833"	"National Biodiversity Data Centre"	"Ireland"	"Ireland"	"2021-05-19"	"DWC_ARCHIVE"	"http://gbif.biodiversityireland.ie/VascularPlantOnlineAtlas2012Onwards.zip"	"2022-03-14"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"Charles University Prague - Herbarium PRC"	"0b0735e0-624d-4abb-abba-91a2733adea4"	"OCCURRENCE"	"true"	"37645"	"0"	"4eb38b8e-e2ac-4ba8-a2c8-b75752b898ac"	"BIOCASE_INSTALLATION"	"75ed8583-8bd8-4f82-9346-75b234fe4682"	"Charles University - Herbarium collections & Department of Botany"	"Consortium of European Taxonomic Facilities"	"Germany"	"2021-02-16"	"BIOCASE"	"http://131.130.131.9/biocase/pywrapper.cgi?dsa=gbif_prc"	"2022-03-14"	"NORMAL"	"FALSE"	"YES"	"5977"	"TRUE"
"Butterflies of Northern Ireland"	"7d564ea2-6a0d-4312-a321-724f1ab8a5b2"	"OCCURRENCE"	"true"	"0"	"0"	"99672740-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"d2b97690-bfd6-11de-b279-d52977ace833"	"National Biodiversity Data Centre"	"Ireland"	"Ireland"	"2021-02-15"	"DWC_ARCHIVE"	"http://gbif.biodiversityireland.ie/ButterfliesofNorthernIreland.zip"	"2022-03-10"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"University of Jena, Herbarium Haussknecht - Herbarium JE"	"ee0e7875-8fbc-4cd8-a6a8-65f4a871e2ea"	"OCCURRENCE"	"true"	"38818"	"0"	"602f7766-f762-11e1-a439-00145eb45e9a"	"BIOCASE_INSTALLATION"	"cc5b4b3a-87d5-47d9-8c1b-08116cc80140"	"Herbarium Haussknecht"	"Germany"	"Germany"	"2021-02-03"	"BIOCASE"	"http://131.130.131.9/biocase/pywrapper.cgi?dsa=gbif_je"	"2022-03-14"	"NORMAL"	"FALSE"	"YES"	"36383"	"TRUE"
"Taxonomic revision of Ceropegia sect. Huernia (Asclepiadoideae – Apocynaceae) in Saudi Arabia with four new combinations"	"6bc3130e-2dce-4728-9bfd-b3d27adcdd61"	"OCCURRENCE"	"true"	"0"	"0"	"d371dfc3-ef14-48b5-97f8-1de9d3f9f874"	"IPT_INSTALLATION"	"fc871c4a-bb5e-4db6-b332-487bc23797f1"	"PhytoKeys"		"unknown or invalid"	"2021-01-28"	"DWC_ARCHIVE"	"http://ipt.pensoft.net/archive.do?r=sec_huernia_ksa"	"2022-03-10"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"Explore Your Shore"	"17057301-35d8-4e33-b24f-13da5fe2d265"	"OCCURRENCE"	"true"	"0"	"0"	"99672740-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"d2b97690-bfd6-11de-b279-d52977ace833"	"National Biodiversity Data Centre"	"Ireland"	"Ireland"	"2021-01-18"	"DWC_ARCHIVE"	"http://gbif.biodiversityireland.ie/ExploreYourShore.zip"	"2022-03-10"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"Biodiversitätsdatenbank Salzburg"	"c1492854-5d15-40e9-9ee7-24a18ac05112"	"OCCURRENCE"	"true"	"1855892"	"0"	"6032a3a0-f762-11e1-a439-00145eb45e9a"	"BIOCASE_INSTALLATION"	"7a070ba0-bafb-11d9-8e53-b8a03c50a862"	"Haus der Natur Salzburg, Museum für Natur und Technik"	"Austria"	"Austria"	"2021-01-05"	"BIOCASE_XML_ARCHIVE"	"http://hdnsql.hausdernatur.at/biocase/downloads/GBIF_HdN/Biodiversit%C3%A4tsdatenbank%20Salzburg.ABCD_2.06.zip"	"2021-10-14"	"NORMAL"	"TRUE"	"YES"	"0"	"TRUE"
"Biodiversitätsdatenbank Nationalpark Hohe Tauern"	"c7730a08-74b4-48cd-80a7-831a19ac660d"	"OCCURRENCE"	"true"	"179333"	"0"	"c757b44b-31bd-42e7-b46e-c99994c7ccba"	"BIOCASE_INSTALLATION"	"7a070ba0-bafb-11d9-8e53-b8a03c50a862"	"Haus der Natur Salzburg, Museum für Natur und Technik"	"Austria"	"Austria"	"2021-01-05"	"BIOCASE_XML_ARCHIVE"	"http://hdnsql.hausdernatur.at/biocase/downloads/GBIF_NPHT/Biodiversit%C3%A4tsdatenbank%20Nationalpark%20Hohe%20Tauern.ABCD_2.06.zip"	"2022-03-12"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"occurence_data_for_wild_food_species_in_zimbabwe"	"09641f4f-2ee1-480e-81b2-2449158747a7"	"OCCURRENCE"	"true"	"1460"	"0"	"662e180a-d1d7-4d7a-9597-b9cb9a0a00d5"	"IPT_INSTALLATION"	"30e59560-2a13-41cb-bfb2-4cc567c8698f"	"Bindura University Of Science Education"		"unknown or invalid"	"2020-12-27"	"DWC_ARCHIVE"	"https://ipt.buse.ac.zw/ipt/archive.do?r=occurence_data_for_wild_food_species_in_zimbabwe"	"2022-03-12"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
"cotingidae_southeastern_bahia_brasil"	"7f9dad4d-bcaa-4680-94de-4c12055d6aa6"	"OCCURRENCE"	"true"	"0"	"0"	"d371dfc3-ef14-48b5-97f8-1de9d3f9f874"	"IPT_INSTALLATION"	"03433ccd-5166-4730-94a9-e06ec25d1a72"	"Check List"		"unknown or invalid"	"2020-11-19"	"DWC_ARCHIVE"	"http://ipt.pensoft.net/archive.do?r=cotingidae_southeastern_bahia_brasil"	"2022-03-10"	"NOT_MODIFIED"	"FALSE"	"YES"	"0"	"TRUE"
